S.No,Symbol,LTP,Point Change,% Change,Open,High,Low,Volume,Prev. Close,Date and Time
                                        165,NICLBSL,                                        725.10,                                        -9.90,                                        -1.35,                                        749.70,                                        749.70,                                        725.00,"                                        14,696.00",                                        735.00,2023-07-13 15:00:00
                                        166,NICSF,                                        8.81,                                        0.03,                                        0.34,                                        8.61,                                        8.95,                                        8.44,"                                        27,260.00",                                        8.78,2023-07-13 15:00:00
                                        167,NIFRA,                                        217.00,                                        -1.00,                                        -0.46,                                        218.00,                                        222.90,                                        216.50,"                                        121,198.00",                                        218.00,2023-07-13 15:00:00
                                        168,NIL,                                        892.00,                                        -15.80,                                        -1.74,                                        924.00,                                        925.00,                                        890.00,"                                        10,325.00",                                        907.80,2023-07-13 15:00:00
                                        169,NIMB,                                        174.90,                                        1.10,                                        0.63,                                        170.40,                                        178.00,                                        170.40,"                                        155,129.00",                                        173.80,2023-07-13 15:00:00
                                        170,NIMBPO,                                        148.00,                                        1.00,                                        0.68,                                        149.90,                                        149.90,                                        145.20,"                                        18,947.00",                                        147.00,2023-07-13 15:00:00
                                        171,NLBBL,                                        676.20,                                        -9.80,                                        -1.43,                                        687.40,                                        702.70,                                        676.20,"                                        9,637.00",                                        686.00,2023-07-13 15:00:00
                                        172,NLG,                                        851.00,                                        1.00,                                        0.12,                                        867.00,                                        872.00,                                        850.00,"                                        41,951.00",                                        850.00,2023-07-13 15:00:00
                                        173,NLIC,                                        740.10,                                        -4.90,                                        -0.66,                                        750.00,                                        755.00,                                        740.00,"                                        46,006.00",                                        745.00,2023-07-13 15:00:00
                                        174,NLICL,                                        647.00,                                        -12.00,                                        -1.82,                                        661.00,                                        668.90,                                        646.00,"                                        23,994.00",                                        659.00,2023-07-13 15:00:00
                                        175,NMB,                                        224.00,                                        1.00,                                        0.45,                                        226.00,                                        226.00,                                        222.20,"                                        43,973.00",                                        223.00,2023-07-13 15:00:00
                                        176,NMB50,                                        10.45,                                        0.19,                                        1.85,                                        10.40,                                        10.65,                                        10.40,"                                        80,599.00",                                        10.26,2023-07-13 15:00:00
                                        177,NMBD2085,                                        987.40,                                        89.70,                                        9.99,                                        915.60,                                        987.40,                                        915.60,                                        50.00,                                        897.70,2023-07-13 15:00:00
                                        178,NMBD87/88,                                        805.90,                                        15.80,                                        2.00,                                        805.90,                                        805.90,                                        805.90,                                        15.00,                                        790.10,2023-07-13 15:00:00
                                        179,NMBHF1,                                        10.62,                                        -0.17,                                        -1.58,                                        10.79,                                        10.79,                                        10.62,"                                        34,100.00",                                        10.79,2023-07-13 15:00:00
                                        180,NMBMF,                                        643.00,                                        2.50,                                        0.39,                                        641.00,                                        660.00,                                        635.00,"                                        2,279.00",                                        640.50,2023-07-13 15:00:00
                                        181,NMFBS,"                                        1,366.00",                                        13.00,                                        0.96,"                                        1,380.00","                                        1,407.00","                                        1,366.00","                                        1,422.00","                                        1,353.00",2023-07-13 15:00:00
                                        182,NRIC,                                        738.00,                                        -6.00,                                        -0.81,                                        746.50,                                        756.00,                                        738.00,"                                        31,058.00",                                        744.00,2023-07-13 15:00:00
                                        183,NRN,                                        511.00,                                        -16.00,                                        -3.04,                                        527.10,                                        536.90,                                        511.00,"                                        21,461.00",                                        527.00,2023-07-13 15:00:00
                                        184,NSIF2,                                        9.88,                                        0.19,                                        1.96,                                        9.56,                                        9.88,                                        9.55,"                                        4,700.00",                                        9.69,2023-07-13 15:00:00
                                        185,NSLB,                                        693.50,                                        4.50,                                        0.65,                                        701.90,                                        701.90,                                        677.00,                                        588.00,                                        689.00,2023-07-13 15:00:00
                                        186,NTC,                                        902.30,                                        -7.70,                                        -0.85,                                        919.00,                                        924.90,                                        900.00,"                                        131,115.00",                                        910.00,2023-07-13 15:00:00
                                        187,NUBL,                                        729.00,                                        -5.50,                                        -0.75,                                        748.00,                                        749.90,                                        724.10,"                                        13,990.00",                                        734.50,2023-07-13 15:00:00
                                        188,NYADI,                                        265.00,                                        -8.90,                                        -3.25,                                        279.30,                                        279.30,                                        265.00,"                                        7,884.00",                                        273.90,2023-07-13 15:00:00
                                        189,OHL,                                        789.00,                                        -8.90,                                        -1.12,                                        799.00,                                        805.00,                                        788.90,"                                        31,715.00",                                        797.90,2023-07-13 15:00:00
                                        190,PBD88,                                        968.90,                                        28.90,                                        3.07,                                        921.20,                                        968.90,                                        921.20,                                        480.00,                                        940.00,2023-07-13 15:00:00
                                        191,PBLD84,"                                        1,069.50",                                        20.70,                                        1.97,"                                        1,043.00","                                        1,069.50","                                        1,043.00",                                        195.00,"                                        1,048.80",2023-07-13 15:00:00
                                        192,PBLD87,                                        793.90,                                        -16.10,                                        -1.99,                                        793.90,                                        793.90,                                        793.90,                                        15.00,                                        810.00,2023-07-13 15:00:00
                                        193,PCBL,                                        191.70,                                        -0.70,                                        -0.36,                                        188.60,                                        196.00,                                        188.60,"                                        50,993.00",                                        192.40,2023-07-13 15:00:00
                                        194,PCBLP,                                        147.00,                                        0.00,                                        0.00,                                        147.00,                                        147.00,                                        147.00,"                                        25,000.00",                                        147.00,2023-07-13 15:00:00
                                        195,PFL,                                        399.00,                                        -13.00,                                        -3.16,                                        405.00,                                        415.00,                                        398.00,"                                        23,978.00",                                        412.00,2023-07-13 15:00:00
                                        196,PHCL,                                        318.50,                                        -20.50,                                        -6.05,                                        333.00,                                        345.00,                                        318.00,"                                        73,744.00",                                        339.00,2023-07-13 15:00:00
                                        197,PLI,                                        587.00,                                        -13.00,                                        -2.17,                                        609.90,                                        611.80,                                        586.20,"                                        28,431.00",                                        600.00,2023-07-13 15:00:00
                                        198,PMHPL,                                        207.00,                                        -2.00,                                        -0.96,                                        212.00,                                        217.30,                                        203.00,"                                        24,266.00",                                        209.00,2023-07-13 15:00:00
                                        199,PPCL,                                        269.90,                                        4.90,                                        1.85,                                        269.00,                                        284.00,                                        266.10,"                                        64,310.00",                                        265.00,2023-07-13 15:00:00
                                        200,PPL,                                        257.00,                                        -1.00,                                        -0.39,                                        258.00,                                        265.00,                                        245.00,"                                        8,984.00",                                        258.00,2023-07-13 15:00:00
                                        201,PRIN,                                        740.00,                                        -21.00,                                        -2.76,                                        772.00,                                        772.00,                                        740.00,"                                        22,531.00",                                        761.00,2023-07-13 15:00:00
                                        202,PROFL,                                        419.00,                                        -10.00,                                        -2.33,                                        422.00,                                        436.00,                                        414.00,"                                        55,692.00",                                        429.00,2023-07-13 15:00:00
                                        203,PRSF,                                        9.15,                                        0.56,                                        6.52,                                        8.76,                                        9.44,                                        8.59,"                                        34,900.00",                                        8.59,2023-07-13 15:00:00
                                        204,PRVU,                                        160.00,                                        1.00,                                        0.63,                                        161.00,                                        163.00,                                        159.60,"                                        183,895.00",                                        159.00,2023-07-13 15:00:00
                                        205,PRVUPO,                                        115.00,                                        5.00,                                        4.55,                                        112.00,                                        115.00,                                        112.00,"                                        156,490.00",                                        110.00,2023-07-13 15:00:00
                                        206,PSF,                                        9.14,                                        -0.01,                                        -0.11,                                        9.24,                                        9.33,                                        8.99,"                                        236,582.00",                                        9.15,2023-07-13 15:00:00
                                        207,RADHI,                                        236.00,                                        -9.00,                                        -3.67,                                        249.90,                                        249.90,                                        232.00,"                                        85,622.00",                                        245.00,2023-07-13 15:00:00
                                        208,RAWA,                                        357.00,                                        -4.10,                                        -1.14,                                        360.00,                                        363.00,                                        333.20,"                                        18,418.00",                                        361.10,2023-07-13 15:00:00
                                        209,RBCL,"                                        15,190.00",                                        -10.00,                                        -0.07,"                                        15,115.00","                                        15,400.00","                                        15,000.00",                                        679.00,"                                        15,200.00",2023-07-13 15:00:00
                                        210,RBCLPO,"                                        14,499.00",                                        799.00,                                        5.83,"                                        13,600.00","                                        14,499.00","                                        13,426.00","                                        2,055.00","                                        13,700.00",2023-07-13 15:00:00
                                        211,RFPL,                                        251.10,                                        -11.90,                                        -4.52,                                        257.80,                                        268.00,                                        250.00,"                                        9,737.00",                                        263.00,2023-07-13 15:00:00
                                        212,RHGCL,                                        248.50,                                        -6.50,                                        -2.55,                                        260.00,                                        265.00,                                        239.00,"                                        11,486.00",                                        255.00,2023-07-13 15:00:00
                                        213,RHPL,                                        303.00,                                        -8.50,                                        -2.73,                                        310.00,                                        317.70,                                        303.00,"                                        32,350.00",                                        311.50,2023-07-13 15:00:00
                                        214,RIDI,                                        239.00,                                        -14.00,                                        -5.53,                                        253.00,                                        263.80,                                        239.00,"                                        80,914.00",                                        253.00,2023-07-13 15:00:00
                                        215,RLFL,                                        371.00,                                        -8.60,                                        -2.27,                                        385.00,                                        387.00,                                        371.00,"                                        54,182.00",                                        379.60,2023-07-13 15:00:00
                                        216,RLFLPO,                                        215.00,                                        0.00,                                        0.00,                                        215.00,                                        215.00,                                        215.00,"                                        20,656.00",                                        215.00,2023-07-13 15:00:00
                                        217,RMF1,                                        7.94,                                        0.24,                                        3.12,                                        7.65,                                        7.98,                                        7.60,"                                        64,649.00",                                        7.70,2023-07-13 15:00:00
                                        218,RSDC,                                        621.00,                                        -10.00,                                        -1.58,                                        631.20,                                        655.00,                                        618.00,"                                        12,199.00",                                        631.00,2023-07-13 15:00:00
                                        219,RULB,                                        755.00,                                        -4.90,                                        -0.64,                                        775.00,                                        835.00,                                        745.00,"                                        3,395.00",                                        759.90,2023-07-13 15:00:00
                                        220,RURU,                                        790.00,                                        -10.00,                                        -1.25,                                        815.00,                                        816.00,                                        790.00,                                        895.00,                                        800.00,2023-07-13 15:00:00
                                        221,SABSL,                                        740.00,                                        1.00,                                        0.14,                                        750.00,                                        753.60,                                        740.00,"                                        2,726.00",                                        739.00,2023-07-13 15:00:00
                                        222,SADBL,                                        329.00,                                        -2.00,                                        -0.60,                                        333.00,                                        334.50,                                        327.10,"                                        56,565.00",                                        331.00,2023-07-13 15:00:00
                                        223,SAEF,                                        11.17,                                        0.07,                                        0.63,                                        11.10,                                        11.20,                                        10.92,"                                        61,650.00",                                        11.10,2023-07-13 15:00:00
                                        224,SAGF,                                        9.09,                                        0.66,                                        7.83,                                        8.59,                                        9.09,                                        8.59,"                                        2,700.00",                                        8.43,2023-07-13 15:00:00
                                        225,SAHAS,                                        489.00,                                        -1.00,                                        -0.20,                                        490.00,                                        499.00,                                        481.00,"                                        16,411.00",                                        490.00,2023-07-13 15:00:00
                                        226,SALICO,                                        750.00,                                        -8.00,                                        -1.06,                                        751.00,                                        770.00,                                        741.40,"                                        34,844.00",                                        758.00,2023-07-13 15:00:00
                                        227,SANIMA,                                        254.00,                                        -3.90,                                        -1.51,                                        260.00,                                        262.90,                                        250.90,"                                        149,038.00",                                        257.90,2023-07-13 15:00:00
                                        228,SAPDBL,                                        257.10,                                        -12.90,                                        -4.78,                                        274.00,                                        274.00,                                        257.10,"                                        16,044.00",                                        270.00,2023-07-13 15:00:00
                                        229,SBCF,                                        7.86,                                        0.01,                                        0.13,                                        8.00,                                        8.00,                                        7.85,"                                        33,151.00",                                        7.85,2023-07-13 15:00:00
                                        230,SBD87,                                        845.00,                                        13.70,                                        1.65,                                        845.00,                                        845.00,                                        845.00,                                        40.00,                                        831.30,2023-07-13 15:00:00
                                        231,SBI,                                        342.90,                                        4.90,                                        1.45,                                        342.00,                                        347.50,                                        335.20,"                                        49,096.00",                                        338.00,2023-07-13 15:00:00
                                        232,SBIBD86,                                        965.80,                                        18.90,                                        2.00,                                        965.80,                                        965.80,                                        965.80,                                        10.00,                                        946.90,2023-07-13 15:00:00
                                        233,SBL,                                        244.10,                                        -0.90,                                        -0.37,                                        248.00,                                        249.00,                                        243.50,"                                        29,048.00",                                        245.00,2023-07-13 15:00:00
                                        234,SBLD2082,"                                        1,019.20",                                        -20.80,                                        -2.00,"                                        1,019.20","                                        1,019.20","                                        1,019.20",                                        10.00,"                                        1,040.00",2023-07-13 15:00:00
                                        235,SBLD83,"                                        1,098.50",                                        99.80,                                        9.99,"                                        1,018.50","                                        1,098.50","                                        1,018.50",                                        80.00,                                        998.70,2023-07-13 15:00:00
                                        236,SCB,                                        529.00,                                        0.00,                                        0.00,                                        539.00,                                        539.00,                                        528.10,"                                        13,008.00",                                        529.00,2023-07-13 15:00:00
                                        237,SDBD87,                                        847.60,                                        16.60,                                        2.00,                                        847.60,                                        847.60,                                        847.60,                                        50.00,                                        831.00,2023-07-13 15:00:00
                                        238,SDLBSL,                                        740.00,                                        -10.00,                                        -1.33,                                        764.00,                                        764.00,                                        740.00,                                        488.00,                                        750.00,2023-07-13 15:00:00
                                        239,SEF,                                        8.75,                                        -0.01,                                        -0.11,                                        8.89,                                        8.92,                                        8.58,"                                        24,601.00",                                        8.76,2023-07-13 15:00:00
                                        240,SFCL,                                        324.00,                                        -12.00,                                        -3.57,                                        342.70,                                        342.70,                                        320.00,"                                        53,356.00",                                        336.00,2023-07-13 15:00:00
                                        241,SFEF,                                        8.80,                                        0.46,                                        5.52,                                        8.50,                                        9.17,                                        8.50,"                                        19,046.00",                                        8.34,2023-07-13 15:00:00
                                        242,SFMF,                                        10.99,                                        0.07,                                        0.64,                                        10.75,                                        11.18,                                        10.75,"                                        17,500.00",                                        10.92,2023-07-13 15:00:00
                                        243,SGHC,                                        268.60,                                        -14.00,                                        -4.95,                                        277.00,                                        287.00,                                        267.60,"                                        10,100.00",                                        282.60,2023-07-13 15:00:00
                                        244,SGIC,                                        649.00,                                        -14.00,                                        -2.11,                                        670.00,                                        674.00,                                        641.90,"                                        21,509.00",                                        663.00,2023-07-13 15:00:00
                                        245,SHEL,                                        289.00,                                        6.00,                                        2.12,                                        279.00,                                        290.80,                                        274.00,"                                        4,689.00",                                        283.00,2023-07-13 15:00:00
                                        246,SHINE,                                        385.00,                                        -4.00,                                        -1.03,                                        394.50,                                        396.00,                                        383.30,"                                        95,293.00",                                        389.00,2023-07-13 15:00:00
                                        247,SHIVM,                                        652.20,                                        -7.80,                                        -1.18,                                        673.20,                                        680.00,                                        649.80,"                                        357,310.00",                                        660.00,2023-07-13 15:00:00
                                        248,SHL,                                        486.00,                                        5.90,                                        1.23,                                        475.00,                                        499.00,                                        475.00,"                                        364,928.00",                                        480.10,2023-07-13 15:00:00
                                        249,SHLB,"                                        1,130.10",                                        10.10,                                        0.90,"                                        1,142.40","                                        1,165.20","                                        1,130.10","                                        2,194.00","                                        1,120.00",2023-07-13 15:00:00
                                        250,SHPC,                                        358.00,                                        -6.50,                                        -1.78,                                        371.70,                                        376.90,                                        357.30,"                                        75,121.00",                                        364.50,2023-07-13 15:00:00
                                        251,SICL,                                        846.00,                                        -10.00,                                        -1.17,                                        873.00,                                        873.00,                                        843.00,"                                        19,035.00",                                        856.00,2023-07-13 15:00:00
                                        252,SIFC,                                        378.00,                                        -9.00,                                        -2.33,                                        394.00,                                        394.70,                                        376.00,"                                        29,961.00",                                        387.00,2023-07-13 15:00:00
                                        253,SIGS2,                                        8.69,                                        -0.16,                                        -1.81,                                        8.99,                                        8.99,                                        8.45,"                                        93,300.00",                                        8.85,2023-07-13 15:00:00
                                        254,SIKLES,                                        400.00,                                        -4.00,                                        -0.99,                                        400.00,                                        407.90,                                        395.10,"                                        3,830.00",                                        404.00,2023-07-13 15:00:00
                                        255,SINDU,                                        285.30,                                        -1.50,                                        -0.52,                                        290.00,                                        291.00,                                        273.10,"                                        15,928.00",                                        286.80,2023-07-13 15:00:00
                                        256,SJCL,                                        298.00,                                        -4.10,                                        -1.36,                                        302.20,                                        310.00,                                        297.00,"                                        23,675.00",                                        302.10,2023-07-13 15:00:00
                                        257,SJLIC,                                        611.60,                                        -15.30,                                        -2.44,                                        630.00,                                        637.00,                                        611.60,"                                        58,784.00",                                        626.90,2023-07-13 15:00:00
                                        258,SLBBL,                                        705.00,                                        -6.00,                                        -0.84,                                        725.20,                                        725.20,                                        705.00,"                                        10,494.00",                                        711.00,2023-07-13 15:00:00
                                        259,SLBSL,                                        935.00,                                        18.00,                                        1.96,                                        901.00,                                        935.00,                                        901.00,                                        182.00,                                        917.00,2023-07-13 15:00:00
                                        260,SLCF,                                        8.27,                                        0.31,                                        3.89,                                        7.82,                                        8.27,                                        7.82,"                                        10,300.00",                                        7.96,2023-07-13 15:00:00
                                        261,SMATA,                                        678.00,                                        11.00,                                        1.65,                                        680.00,                                        693.30,                                        676.00,"                                        1,774.00",                                        667.00,2023-07-13 15:00:00
                                        262,SMB,                                        955.00,                                        -26.00,                                        -2.65,                                        966.00,                                        967.00,                                        950.10,                                        506.00,                                        981.00,2023-07-13 15:00:00
                                        263,SMFBS,"                                        1,170.00",                                        16.00,                                        1.39,"                                        1,176.00","                                        1,176.00","                                        1,123.00",                                        822.00,"                                        1,154.00",2023-07-13 15:00:00
                                        264,SMFDB,                                        967.00,                                        -17.00,                                        -1.73,"                                        1,002.90","                                        1,002.90",                                        950.00,"                                        2,606.00",                                        984.00,2023-07-13 15:00:00
                                        265,SMH,                                        549.00,                                        0.00,                                        0.00,                                        550.00,                                        561.00,                                        540.00,"                                        5,883.00",                                        549.00,2023-07-13 15:00:00
                                        266,SMHL,                                        399.00,                                        -10.00,                                        -2.44,                                        409.00,                                        433.90,                                        399.00,"                                        6,190.00",                                        409.00,2023-07-13 15:00:00
                                        267,SMJC,                                        254.20,                                        -8.70,                                        -3.31,                                        260.00,                                        263.00,                                        254.00,"                                        24,484.00",                                        262.90,2023-07-13 15:00:00
                                        268,SPC,                                        415.00,                                        -8.00,                                        -1.89,                                        431.00,                                        431.00,                                        408.00,"                                        2,386.00",                                        423.00,2023-07-13 15:00:00
                                        269,SPDL,                                        253.00,                                        -6.90,                                        -2.65,                                        260.00,                                        265.00,                                        253.00,"                                        37,502.00",                                        259.90,2023-07-13 15:00:00
                                        270,SPHL,                                        376.00,                                        -4.00,                                        -1.05,                                        387.50,                                        390.00,                                        359.10,"                                        2,640.00",                                        380.00,2023-07-13 15:00:00
                                        271,SPIL,                                        777.00,                                        2.00,                                        0.26,                                        775.00,                                        795.00,                                        775.00,"                                        67,669.00",                                        775.00,2023-07-13 15:00:00
                                        272,SPL,                                        799.00,                                        -4.00,                                        -0.50,                                        787.00,                                        802.50,                                        784.00,"                                        5,845.00",                                        803.00,2023-07-13 15:00:00
                                        273,SRBL,                                        173.10,                                        5.00,                                        2.97,                                        170.00,                                        175.00,                                        170.00,"                                        44,618.00",                                        168.10,2023-07-13 15:00:00
                                        274,SRBLD83,"                                        1,070.00",                                        14.00,                                        1.33,"                                        1,070.00","                                        1,070.00","                                        1,070.00",                                        10.00,"                                        1,056.00",2023-07-13 15:00:00
                                        275,SRD80,"                                        1,020.00",                                        20.00,                                        2.00,"                                        1,020.00","                                        1,020.00","                                        1,020.00",                                        25.00,"                                        1,000.00",2023-07-13 15:00:00
                                        276,SRLI,                                        552.50,                                        -15.40,                                        -2.71,                                        568.00,                                        578.00,                                        552.30,"                                        39,668.00",                                        567.90,2023-07-13 15:00:00
                                        277,SSHL,                                        183.50,                                        -3.50,                                        -1.87,                                        190.70,                                        196.60,                                        181.60,"                                        137,225.00",                                        187.00,2023-07-13 15:00:00
                                        278,STC,"                                        4,912.00",                                        -83.00,                                        -1.66,"                                        4,903.00","                                        5,001.00","                                        4,903.00",                                        950.00,"                                        4,995.00",2023-07-13 15:00:00
                                        279,SWBBL,                                        869.90,                                        -5.10,                                        -0.58,                                        892.50,                                        892.50,                                        858.10,"                                        9,755.00",                                        875.00,2023-07-13 15:00:00
                                        280,SWMF,                                        726.40,                                        -2.60,                                        -0.36,                                        743.00,                                        752.00,                                        726.40,"                                        3,891.00",                                        729.00,2023-07-13 15:00:00
                                        281,TAMOR,                                        286.00,                                        -13.00,                                        -4.35,                                        302.00,                                        304.50,                                        285.20,"                                        25,252.00",                                        299.00,2023-07-13 15:00:00
                                        282,TPC,                                        363.00,                                        -11.00,                                        -2.94,                                        381.40,                                        396.00,                                        363.00,"                                        4,641.00",                                        374.00,2023-07-13 15:00:00
                                        283,TRH,                                        780.00,                                        -15.10,                                        -1.90,                                        811.00,                                        811.00,                                        775.00,"                                        32,353.00",                                        795.10,2023-07-13 15:00:00
                                        284,UHEWA,                                        309.00,                                        -6.00,                                        -1.90,                                        321.00,                                        325.00,                                        300.20,"                                        9,561.00",                                        315.00,2023-07-13 15:00:00
                                        285,ULBSL,"                                        1,379.90",                                        -22.10,                                        -1.58,"                                        1,428.00","                                        1,458.00","                                        1,379.90","                                        3,031.00","                                        1,402.00",2023-07-13 15:00:00
                                        286,UMHL,                                        215.00,                                        -8.00,                                        -3.59,                                        225.00,                                        225.90,                                        213.70,"                                        34,090.00",                                        223.00,2023-07-13 15:00:00
                                        287,UMRH,                                        439.00,                                        -12.00,                                        -2.66,                                        450.10,                                        457.00,                                        433.60,"                                        4,606.00",                                        451.00,2023-07-13 15:00:00
                                        288,UNHPL,                                        201.00,                                        -6.00,                                        -2.90,                                        210.00,                                        211.00,                                        200.00,"                                        19,912.00",                                        207.00,2023-07-13 15:00:00
                                        289,UNL,"                                        32,500.00",                                        -36.00,                                        -0.11,"                                        32,700.00","                                        32,700.00","                                        31,886.00",                                        110.00,"                                        32,536.00",2023-07-13 15:00:00
                                        290,UNLB,"                                        1,339.00",                                        19.00,                                        1.44,"                                        1,320.00","                                        1,400.70","                                        1,302.00","                                        2,782.00","                                        1,320.00",2023-07-13 15:00:00
                                        291,UPCL,                                        219.90,                                        -5.10,                                        -2.27,                                        225.00,                                        229.50,                                        218.60,"                                        88,875.00",                                        225.00,2023-07-13 15:00:00
                                        292,UPPER,                                        429.00,                                        -1.10,                                        -0.26,                                        438.70,                                        445.00,                                        424.00,"                                        78,050.00",                                        430.10,2023-07-13 15:00:00
                                        293,USHEC,                                        264.90,                                        -4.10,                                        -1.52,                                        269.70,                                        275.00,                                        257.90,"                                        6,176.00",                                        269.00,2023-07-13 15:00:00
                                        294,USLB,                                        820.10,                                        -9.90,                                        -1.19,                                        820.00,                                        853.10,                                        820.00,                                        314.00,                                        830.00,2023-07-13 15:00:00
                                        295,VLBS,                                        713.00,                                        5.40,                                        0.76,                                        721.00,                                        723.00,                                        712.00,"                                        1,820.00",                                        707.60,2023-07-13 15:00:00
                                        296,WNLB,                                        801.50,                                        11.50,                                        1.46,                                        805.80,                                        810.00,                                        801.00,                                        360.00,                                        790.00,2023-07-13 15:00:00
